"No","Time","Source","Destination","Protocol","Length","Info","cat",""
"4197","83,571,410","fe80::101","fe80::1096:6b69:2011:76a8","DNS","123","Standard query response 0xdbd7 A httpbin.org A 18.214.18.233 A 3.95.102.170","Normal",""
"4198","83,572,524","192.168.100.15","httpbin.org","TCP","78","49414 → https(443) [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1728674871 TSecr=0 SACK_PERM","Normal",""
"4199","83,602,270","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49412 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2588159215 TSecr=0 SACK_PERM","Anomaly",""
"4200","83,656,496","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49406 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1505134758 TSecr=0 SACK_PERM","Anomaly",""
"4201","83,689,729","httpbin.org","192.168.100.15","TCP","74","https(443) → 49414 [SYN, ACK, ECE] Seq=0 Ack=1 Win=26847 Len=0 MSS=1412 SACK_PERM TSval=3758241890 TSecr=1728674871 WS=256","Normal",""
"4202","83,689,875","192.168.100.15","httpbin.org","TCP","66","49414 → https(443) [ACK] Seq=1 Ack=1 Win=131584 Len=0 TSval=1728674989 TSecr=3758241890","Normal",""
"4203","83,690,128","192.168.100.15","httpbin.org","TLSv1.2","253","Client Hello (SNI=httpbin.org)","Normal",""
"4204","83,806,747","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49407 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1969462492 TSecr=0 SACK_PERM","Anomaly",""
"4205","83,808,191","httpbin.org","192.168.100.15","TCP","66","https(443) → 49414 [ACK] Seq=1 Ack=188 Win=28160 Len=0 TSval=3758242009 TSecr=1728674989","Normal",""
"4206","83,810,269","httpbin.org","192.168.100.15","TLSv1.2","1466","Server Hello","Normal",""
"4207","83,810,271","httpbin.org","192.168.100.15","TCP","1466","https(443) → 49414 [ACK] Seq=1401 Ack=188 Win=28160 Len=1400 TSval=3758242009 TSecr=1728674989 [TCP segment of a reassembled PDU]","Normal",""
"4208","83,810,272","httpbin.org","192.168.100.15","TCP","1466","https(443) → 49414 [ACK] Seq=2801 Ack=188 Win=28160 Len=1400 TSval=3758242009 TSecr=1728674989 [TCP segment of a reassembled PDU]","Normal",""
"4209","83,810,273","httpbin.org","192.168.100.15","TLSv1.2","1279","Certificate, Server Key Exchange, Server Hello Done","Normal",""
"4210","83,810,353","192.168.100.15","httpbin.org","TCP","66","49414 → https(443) [ACK] Seq=188 Ack=5414 Win=126144 Len=0 TSval=1728675109 TSecr=3758242010","Normal",""
"4211","83,810,510","192.168.100.15","httpbin.org","TCP","66","[TCP Window Update] 49414 → https(443) [ACK] Seq=188 Ack=5414 Win=131072 Len=0 TSval=1728675109 TSecr=3758242010","Normal",""
"4212","83,812,901","192.168.100.15","httpbin.org","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message","Normal",""
"4213","83,930,409","httpbin.org","192.168.100.15","TCP","66","https(443) → 49414 [ACK] Seq=5414 Ack=314 Win=28160 Len=0 TSval=3758242131 TSecr=1728675112","Normal",""
"4214","83,930,412","httpbin.org","192.168.100.15","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message","Normal",""
"4215","83,930,413","httpbin.org","192.168.100.15","TLSv1.2","135","Application Data","Normal",""
"4216","83,930,618","192.168.100.15","httpbin.org","TCP","66","49414 → https(443) [ACK] Seq=314 Ack=5534 Win=130944 Len=0 TSval=1728675229 TSecr=3758242131","Normal",""
"4217","83,938,448","192.168.100.15","httpbin.org","TLSv1.2","280","Application Data","Normal",""
"4218","83,938,546","192.168.100.15","httpbin.org","TCP","1466","49414 → https(443) [ACK] Seq=528 Ack=5534 Win=131072 Len=1400 TSval=1728675237 TSecr=3758242131 [TCP segment of a reassembled PDU]","Normal",""
"4219","83,938,555","192.168.100.15","httpbin.org","TLSv1.2","498","Application Data","Normal",""
"4220","83,989,939","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49408 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4046792990 TSecr=0 SACK_PERM","Anomaly",""
"4221","84,055,574","httpbin.org","192.168.100.15","TLSv1.2","104","Application Data","Normal",""
"4222","84,055,576","httpbin.org","192.168.100.15","TCP","66","https(443) → 49414 [ACK] Seq=5572 Ack=2360 Win=32768 Len=0 TSval=3758242256 TSecr=1728675237","Normal",""
"4223","84,055,754","192.168.100.15","httpbin.org","TLSv1.2","748","Application Data, Application Data","Normal",""
"4224","84,056,865","httpbin.org","192.168.100.15","TCP","1466","https(443) → 49414 [ACK] Seq=5572 Ack=2360 Win=32768 Len=1400 TSval=3758242257 TSecr=1728675237 [TCP segment of a reassembled PDU]","Normal",""
"4225","84,056,867","httpbin.org","192.168.100.15","TLSv1.2","619","Application Data","Normal",""
"4226","84,056,868","httpbin.org","192.168.100.15","TLSv1.2","104","Application Data","Normal",""
"4227","84,056,869","httpbin.org","192.168.100.15","TCP","1466","https(443) → 49414 [ACK] Seq=7563 Ack=2360 Win=32768 Len=1400 TSval=3758242258 TSecr=1728675237 [TCP segment of a reassembled PDU]","Normal",""
"4228","84,056,870","httpbin.org","192.168.100.15","TLSv1.2","619","Application Data","Normal",""
"4229","84,056,871","httpbin.org","192.168.100.15","TLSv1.2","104","Application Data","Normal",""
"4230","84,056,934","192.168.100.15","httpbin.org","TCP","66","49414 → https(443) [ACK] Seq=3042 Ack=9554 Win=127040 Len=0 TSval=1728675356 TSecr=3758242258","Normal",""
"4231","84,057,015","192.168.100.15","httpbin.org","TCP","66","[TCP Window Update] 49414 → https(443) [ACK] Seq=3042 Ack=9554 Win=131072 Len=0 TSval=1728675356 TSecr=3758242258","Normal",""
"4232","84,057,762","httpbin.org","192.168.100.15","TCP","1466","https(443) → 49414 [ACK] Seq=9554 Ack=2360 Win=32768 Len=1400 TSval=3758242260 TSecr=1728675237 [TCP segment of a reassembled PDU]","Normal",""
"4233","84,057,763","httpbin.org","192.168.100.15","TLSv1.2","619","Application Data","Normal",""
"4234","84,057,764","httpbin.org","192.168.100.15","TLSv1.2","104","Application Data","Normal",""
"4235","84,057,812","192.168.100.15","httpbin.org","TCP","66","49414 → https(443) [ACK] Seq=3042 Ack=11545 Win=129024 Len=0 TSval=1728675356 TSecr=3758242260","Normal",""
"4236","84,107,048","Miele-001D63FFFE3BD990.local","mdns.mcast.net","MDNS","142","Standard query 0x0000 SRV Miele TWF760WP._mieleathome._tcp.local, ""QM"" question TXT Miele TWF760WP._mieleathome._tcp.local, ""QM"" question","Normal",""
"4237","84,136,158","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49409 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2298043780 TSecr=0 SACK_PERM","Anomaly",""
"4238","84,175,055","httpbin.org","192.168.100.15","TCP","1466","https(443) → 49414 [ACK] Seq=11545 Ack=3042 Win=35584 Len=1400 TSval=3758242376 TSecr=1728675355 [TCP segment of a reassembled PDU]","Normal",""
"4239","84,175,057","httpbin.org","192.168.100.15","TLSv1.2","619","Application Data","Normal",""
"4240","84,175,058","httpbin.org","192.168.100.15","TLSv1.2","104","Application Data","Normal",""
"4241","84,175,172","192.168.100.15","httpbin.org","TCP","66","49414 → https(443) [ACK] Seq=3042 Ack=13536 Win=129024 Len=0 TSval=1728675474 TSecr=3758242376","Normal",""
"4242","84,201,307","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","2001:4860:4802:32::180","TLSv1.2","125","Application Data","Normal",""
"4243","84,219,489","2001:4860:4802:32::180","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","86","https(443) → 58453 [ACK] Seq=19236 Ack=22735 Win=1045 Len=0 TSval=584045080 TSecr=887229836","Normal",""
"4244","84,219,490","2001:4860:4802:32::180","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TLSv1.2","125","Application Data","Normal",""
"4245","84,219,733","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","2001:4860:4802:32::180","TCP","86","58453 → https(443) [ACK] Seq=22735 Ack=19275 Win=2047 Len=0 TSval=887229855 TSecr=584045080","Normal",""
"4246","84,250,867","fe80::1096:6b69:2011:76a8","fe80::101","DNS","94","Standard query 0xd2e0 A api.github.com","Normal",""
"4247","84,250,957","fe80::1096:6b69:2011:76a8","fe80::101","DNS","94","Standard query 0x6f53 AAAA api.github.com","Normal",""
"4248","84,257,214","Miele-001D63FFFE3BD990.local","mdns.mcast.net","MDNS","632","Standard query response 0x0000 A, cache flush 192.168.100.9 NSEC, cache flush Miele-001D63FFFE3BD990.local PTR Miele WWI860._mieleathome._tcp.local PTR _mieleathome._tcp.local SRV, cache flush 0 0 80 Miele-001D63FFFE3BD990.local TXT, cache flush NSEC, cache flush Miele WWI860._mieleathome._tcp.local","Normal",""
"4249","84,266,698","fe80::101","fe80::1096:6b69:2011:76a8","DNS","181","Standard query response 0x6f53 AAAA api.github.com SOA ns-1707.awsdns-21.co.uk","Normal",""
"4250","84,270,169","fe80::101","fe80::1096:6b69:2011:76a8","DNS","110","Standard query response 0xd2e0 A api.github.com A 140.82.121.6","Normal",""
"4251","84,270,833","192.168.100.15","api.github.com","TCP","78","49415 → https(443) [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2035400263 TSecr=0 SACK_PERM","Normal",""
"4252","84,306,213","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49410 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=958624899 TSecr=0 SACK_PERM","Anomaly",""
"4253","84,319,448","api.github.com","192.168.100.15","TCP","74","https(443) → 49415 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM TSval=3874814677 TSecr=2035400263 WS=1024","Normal",""
"4254","84,319,554","192.168.100.15","api.github.com","TCP","66","49415 → https(443) [ACK] Seq=1 Ack=1 Win=131584 Len=0 TSval=2035400311 TSecr=3874814677","Normal",""
"4255","84,319,912","192.168.100.15","api.github.com","TLSv1.2","256","Client Hello (SNI=api.github.com)","Normal",""
"4256","84,370,710","api.github.com","192.168.100.15","TLSv1.2","1466","Server Hello","Normal",""
"4257","84,370,712","api.github.com","192.168.100.15","TLSv1.2","1366","Certificate, Server Key Exchange, Server Hello Done","Normal",""
"4258","84,370,862","192.168.100.15","api.github.com","TCP","66","49415 → https(443) [ACK] Seq=191 Ack=2701 Win=128896 Len=0 TSval=2035400363 TSecr=3874814728","Normal",""
"4259","84,372,445","192.168.100.15","api.github.com","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message","Normal",""
"4260","84,420,992","api.github.com","192.168.100.15","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message","Normal",""
"4261","84,421,118","192.168.100.15","api.github.com","TCP","66","49415 → https(443) [ACK] Seq=317 Ack=2752 Win=131008 Len=0 TSval=2035400413 TSecr=3874814778","Normal",""
"4262","84,431,366","192.168.100.15","api.github.com","TLSv1.2","216","Application Data","Normal",""
"4263","84,437,390","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49411 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=392499944 TSecr=0 SACK_PERM","Anomaly",""
"4264","84,479,771","api.github.com","192.168.100.15","TLSv1.2","137","Application Data","Normal",""
"4265","84,479,870","192.168.100.15","api.github.com","TCP","66","49415 → https(443) [ACK] Seq=467 Ack=2823 Win=130944 Len=0 TSval=2035400472 TSecr=3874814837","Normal",""
"4266","84,479,970","192.168.100.15","api.github.com","TLSv1.2","104","Application Data","Normal",""
"4267","84,573,079","api.github.com","192.168.100.15","TCP","66","https(443) → 49415 [ACK] Seq=2823 Ack=505 Win=68608 Len=0 TSval=3874814931 TSecr=2035400472","Normal",""
"4268","84,603,639","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49412 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2588160216 TSecr=0 SACK_PERM","Anomaly",""
"4269","84,622,969","api.github.com","192.168.100.15","TLSv1.2","1466","Application Data","Normal",""
"4270","84,622,971","api.github.com","192.168.100.15","TLSv1.2","365","Application Data","Normal",""
"4271","84,623,085","192.168.100.15","api.github.com","TCP","66","49415 → https(443) [ACK] Seq=505 Ack=4522 Win=129344 Len=0 TSval=2035400615 TSecr=3874814980","Normal",""
"4272","84,676,805","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","whatsapp-cdn6-shv-02-fra3.fbcdn.net","TLSv1.2","156","Application Data","Normal",""
"4273","84,687,728","192.168.100.15","httpbin.org","TLSv1.2","118","Application Data","Normal",""
"4274","84,731,616","whatsapp-cdn6-shv-02-fra3.fbcdn.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TLSv1.2","158","Application Data","Normal",""
"4275","84,731,739","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","whatsapp-cdn6-shv-02-fra3.fbcdn.net","TCP","86","49176 → https(443) [ACK] Seq=281 Ack=289 Win=2046 Len=0 TSval=1882064774 TSecr=940197886","Normal",""
"4276","84,847,089","httpbin.org","192.168.100.15","TCP","66","https(443) → 49414 [ACK] Seq=13536 Ack=3094 Win=35584 Len=0 TSval=3758243048 TSecr=1728675987","Normal",""
"4277","84,847,262","192.168.100.15","httpbin.org","TLSv1.2","1378","Application Data, Application Data, Application Data","Normal",""
"4278","84,964,148","httpbin.org","192.168.100.15","TCP","66","https(443) → 49414 [ACK] Seq=13536 Ack=4406 Win=53504 Len=0 TSval=3758243165 TSecr=1728676146","Normal",""
"4279","84,964,321","192.168.100.15","httpbin.org","TLSv1.2","118","Application Data","Normal",""
"4280","84,966,031","httpbin.org","192.168.100.15","TCP","1466","https(443) → 49414 [ACK] Seq=13536 Ack=4406 Win=53504 Len=1400 TSval=3758243167 TSecr=1728676146 [TCP segment of a reassembled PDU]","Normal",""
"4281","84,966,033","httpbin.org","192.168.100.15","TLSv1.2","619","Application Data","Normal",""
"4282","84,966,034","httpbin.org","192.168.100.15","TLSv1.2","104","Application Data","Normal",""
"4283","84,966,093","192.168.100.15","httpbin.org","TCP","66","49414 → https(443) [ACK] Seq=4458 Ack=15527 Win=129024 Len=0 TSval=1728676265 TSecr=3758243167","Normal",""
"4284","84,967,688","httpbin.org","192.168.100.15","TCP","1466","https(443) → 49414 [ACK] Seq=15527 Ack=4406 Win=53504 Len=1400 TSval=3758243169 TSecr=1728676146 [TCP segment of a reassembled PDU]","Normal",""
"4285","84,967,690","httpbin.org","192.168.100.15","TLSv1.2","619","Application Data","Normal",""
"4286","84,967,691","httpbin.org","192.168.100.15","TLSv1.2","104","Application Data","Normal",""
"4287","84,967,735","192.168.100.15","httpbin.org","TCP","66","49414 → https(443) [ACK] Seq=4458 Ack=17518 Win=129024 Len=0 TSval=1728676267 TSecr=3758243169","Normal",""
"4288","85,122,996","httpbin.org","192.168.100.15","TCP","66","https(443) → 49414 [ACK] Seq=17518 Ack=4458 Win=53504 Len=0 TSval=3758243324 TSecr=1728676263","Normal",""
"4289","85,123,162","192.168.100.15","httpbin.org","TLSv1.2","696","Application Data","Normal",""
"4290","85,240,196","httpbin.org","192.168.100.15","TCP","66","https(443) → 49414 [ACK] Seq=17518 Ack=5088 Win=56320 Len=0 TSval=3758243441 TSecr=1728676422","Normal",""
"4291","85,240,339","192.168.100.15","httpbin.org","TLSv1.2","748","Application Data, Application Data","Normal",""
"4292","85,242,000","httpbin.org","192.168.100.15","TCP","1466","https(443) → 49414 [ACK] Seq=17518 Ack=5088 Win=56320 Len=1400 TSval=3758243443 TSecr=1728676422 [TCP segment of a reassembled PDU]","Normal",""
"4293","85,242,002","httpbin.org","192.168.100.15","TLSv1.2","619","Application Data","Normal",""
"4294","85,242,003","httpbin.org","192.168.100.15","TLSv1.2","104","Application Data","Normal",""
"4295","85,242,057","192.168.100.15","httpbin.org","TCP","66","49414 → https(443) [ACK] Seq=5770 Ack=19509 Win=129024 Len=0 TSval=1728676541 TSecr=3758243443","Normal",""
"4296","85,359,949","httpbin.org","192.168.100.15","TCP","1466","https(443) → 49414 [ACK] Seq=19509 Ack=5770 Win=59136 Len=1400 TSval=3758243561 TSecr=1728676539 [TCP segment of a reassembled PDU]","Normal",""
"4297","85,359,952","httpbin.org","192.168.100.15","TLSv1.2","619","Application Data","Normal",""
"4298","85,359,953","httpbin.org","192.168.100.15","TLSv1.2","104","Application Data","Normal",""
"4299","85,360,122","192.168.100.15","httpbin.org","TLSv1.2","748","Application Data, Application Data","Normal",""
"4300","85,480,365","httpbin.org","192.168.100.15","TCP","1466","https(443) → 49414 [ACK] Seq=21500 Ack=6452 Win=60416 Len=1400 TSval=3758243681 TSecr=1728676659 [TCP segment of a reassembled PDU]","Normal",""
"4301","85,480,367","httpbin.org","192.168.100.15","TLSv1.2","619","Application Data","Normal",""
"4302","85,480,368","httpbin.org","192.168.100.15","TLSv1.2","104","Application Data","Normal",""
"4303","85,480,504","192.168.100.15","httpbin.org","TCP","66","49414 → https(443) [ACK] Seq=6452 Ack=23491 Win=129024 Len=0 TSval=1728676779 TSecr=3758243681","Normal",""
"4304","85,532,661","192.168.100.15","api.github.com","TLSv1.2","116","Application Data","Normal",""
"4305","85,580,851","api.github.com","192.168.100.15","TCP","66","https(443) → 49415 [ACK] Seq=4522 Ack=555 Win=68608 Len=0 TSval=3874815938 TSecr=2035401525","Normal",""
"4306","85,699,528","192.168.100.15","api.github.com","TLSv1.2","116","Application Data","Normal",""
"4307","85,706,195","api.github.com","192.168.100.15","TLSv1.2","1466","Application Data","Normal",""
"4308","85,706,196","api.github.com","192.168.100.15","TLSv1.2","365","Application Data","Normal",""
"4309","85,706,301","192.168.100.15","api.github.com","TCP","66","49415 → https(443) [ACK] Seq=605 Ack=6221 Win=129344 Len=0 TSval=2035401698 TSecr=3874816064","Normal",""
"4310","85,748,243","api.github.com","192.168.100.15","TCP","66","https(443) → 49415 [ACK] Seq=6221 Ack=605 Win=68608 Len=0 TSval=3874816106 TSecr=2035401691","Normal",""
"4311","85,750,368","api.github.com","192.168.100.15","TLSv1.2","1466","Application Data","Normal",""
"4312","85,750,369","api.github.com","192.168.100.15","TLSv1.2","365","Application Data","Normal",""
"4313","85,750,464","192.168.100.15","api.github.com","TCP","66","49415 → https(443) [ACK] Seq=605 Ack=7920 Win=129344 Len=0 TSval=2035401742 TSecr=3874816108","Normal",""
"4314","85,849,689","192.168.100.15","api.github.com","TLSv1.2","116","Application Data","Normal",""
"4315","85,945,184","api.github.com","192.168.100.15","TCP","66","https(443) → 49415 [ACK] Seq=7920 Ack=655 Win=68608 Len=0 TSval=3874816303 TSecr=2035401842","Normal",""
"4316","86,010,325","api.github.com","192.168.100.15","TLSv1.2","1466","Application Data","Normal",""
"4317","86,010,328","api.github.com","192.168.100.15","TLSv1.2","365","Application Data","Normal",""
"4318","86,010,509","192.168.100.15","api.github.com","TCP","66","49415 → https(443) [ACK] Seq=655 Ack=9619 Win=129344 Len=0 TSval=2035402002 TSecr=3874816368","Normal",""
"4319","86,049,021","192.168.100.15","api.github.com","TLSv1.2","116","Application Data","Normal",""
"4320","86,108,002","api.github.com","192.168.100.15","TCP","66","https(443) → 49415 [ACK] Seq=9619 Ack=705 Win=68608 Len=0 TSval=3874816455 TSecr=2035402041","Normal",""
"4321","86,108,005","api.github.com","192.168.100.15","TLSv1.2","1466","Application Data","Normal",""
"4322","86,108,006","api.github.com","192.168.100.15","TLSv1.2","365","Application Data","Normal",""
"4323","86,108,007","Miele-001D63FFFE3BD990.local","mdns.mcast.net","MDNS","142","Standard query 0x0000 SRV Miele TWF760WP._mieleathome._tcp.local, ""QM"" question TXT Miele TWF760WP._mieleathome._tcp.local, ""QM"" question","Normal",""
"4324","86,108,161","192.168.100.15","api.github.com","TCP","66","49415 → https(443) [ACK] Seq=705 Ack=11318 Win=129344 Len=0 TSval=2035402100 TSecr=3874816457","Normal",""
"4325","86,165,644","192.168.100.15","api.github.com","TLSv1.2","116","Application Data","Normal",""
"4326","86,216,337","api.github.com","192.168.100.15","TLSv1.2","1466","Application Data","Normal",""
"4327","86,216,339","api.github.com","192.168.100.15","TLSv1.2","365","Application Data","Normal",""
"4328","86,216,490","192.168.100.15","api.github.com","TCP","66","49415 → https(443) [ACK] Seq=755 Ack=13017 Win=129344 Len=0 TSval=2035402208 TSecr=3874816573","Normal",""
"4329","86,257,071","Miele-001D63FFFE3BD990.local","mdns.mcast.net","MDNS","632","Standard query response 0x0000 A, cache flush 192.168.100.9 NSEC, cache flush Miele-001D63FFFE3BD990.local PTR Miele WWI860._mieleathome._tcp.local PTR _mieleathome._tcp.local SRV, cache flush 0 0 80 Miele-001D63FFFE3BD990.local TXT, cache flush NSEC, cache flush Miele WWI860._mieleathome._tcp.local","Normal",""
"4330","86,333,622","192.168.100.15","api.github.com","TLSv1.2","116","Application Data","Normal",""
"4331","86,384,145","api.github.com","192.168.100.15","TLSv1.2","1466","Application Data","Normal",""
"4332","86,384,147","api.github.com","192.168.100.15","TLSv1.2","365","Application Data","Normal",""
"4333","86,384,270","192.168.100.15","api.github.com","TCP","66","49415 → https(443) [ACK] Seq=805 Ack=14716 Win=129344 Len=0 TSval=2035402376 TSecr=3874816742","Normal",""
"4334","86,585,729","192.168.100.15","pool.ntp.org","NTP","90","NTP Version 4, client","Normal",""
"4335","86,597,953","pool.ntp.org","192.168.100.15","NTP","90","NTP Version 4, server","Normal",""
"4336","87,567,456","192.168.100.15","224.0.0.51","UDP","48","54198 → commplex-main(5000) Len=6","Anomaly",""
"4337","87,717,633","192.168.100.15","224.0.0.51","UDP","48","54198 → commplex-main(5000) Len=6","Anomaly",""
"4338","87,731,124","fe80::1096:6b69:2011:76a8","fe80::101","DNS","114","Standard query 0x47a6 HTTPS configuration.apple.com.akadns.net","Normal",""
"4339","87,731,351","fe80::1096:6b69:2011:76a8","fe80::101","DNS","114","Standard query 0x630e AAAA configuration.apple.com.akadns.net","Normal",""
"4340","87,731,512","fe80::1096:6b69:2011:76a8","fe80::101","DNS","114","Standard query 0xcd7f A configuration.apple.com.akadns.net","Normal",""
"4341","87,747,478","fe80::101","fe80::1096:6b69:2011:76a8","DNS","281","Standard query response 0x47a6 HTTPS configuration.apple.com.akadns.net CNAME configuration.apple.com.edgekey.net CNAME e673.dsce9.akamaiedge.net SOA n0dsce9.akamaiedge.net","Normal",""
"4342","87,751,598","fe80::101","fe80::1096:6b69:2011:76a8","DNS","342","Standard query response 0x630e AAAA configuration.apple.com.akadns.net CNAME configuration.apple.com.edgekey.net CNAME e673.dsce9.akamaiedge.net AAAA 2a02:26f0:9c00:1ad::2a1 AAAA 2a02:26f0:9c00:18e::2a1 AAAA 2a02:26f0:9c00:1a4::2a1 AAAA 2a02:26f0:9c00:1ba::2a1 AAAA 2a02:26f0:9c00:1b2::2a1","Normal",""
"4343","87,752,248","fe80::1096:6b69:2011:76a8","fe80::101","DNS","105","Standard query 0xaa89 AAAA e673.dsce9.akamaiedge.net","Normal",""
"4344","87,754,309","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","e673.dsce9.akamaiedge.net","TCP","98","58462 → https(443) [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1432 WS=64 TSval=64325366 TSecr=0 SACK_PERM","Normal",""
"4345","87,755,031","fe80::101","fe80::1096:6b69:2011:76a8","DNS","218","Standard query response 0xcd7f A configuration.apple.com.akadns.net CNAME configuration.apple.com.edgekey.net CNAME e673.dsce9.akamaiedge.net A 92.123.80.44","Normal",""
"4346","87,759,401","fe80::101","fe80::1096:6b69:2011:76a8","DNS","245","Standard query response 0xaa89 AAAA e673.dsce9.akamaiedge.net AAAA 2a02:26f0:9c00:1b2::2a1 AAAA 2a02:26f0:9c00:1ba::2a1 AAAA 2a02:26f0:9c00:1a4::2a1 AAAA 2a02:26f0:9c00:18e::2a1 AAAA 2a02:26f0:9c00:1ad::2a1","Normal",""
"4347","87,767,228","e673.dsce9.akamaiedge.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","94","https(443) → 58462 [SYN, ACK, ECE] Seq=0 Ack=1 Win=64260 Len=0 MSS=1392 SACK_PERM TSval=1417078327 TSecr=64325366 WS=128","Normal",""
"4348","87,768,102","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","e673.dsce9.akamaiedge.net","TCP","86","58462 → https(443) [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=64325379 TSecr=1417078327","Normal",""
"4349","87,768,105","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","e673.dsce9.akamaiedge.net","TLSv1.3","603","Client Hello (SNI=configuration.apple.com)","Normal",""
"4350","87,781,489","e673.dsce9.akamaiedge.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","86","https(443) → 58462 [ACK] Seq=1 Ack=518 Win=64128 Len=0 TSval=1417078341 TSecr=64325379","Normal",""
"4351","87,781,493","e673.dsce9.akamaiedge.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TLSv1.3","1466","Server Hello, Change Cipher Spec, Application Data","Normal",""
"4352","87,781,494","e673.dsce9.akamaiedge.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1466","https(443) → 58462 [PSH, ACK] Seq=1381 Ack=518 Win=64128 Len=1380 TSval=1417078342 TSecr=64325379 [TCP segment of a reassembled PDU]","Normal",""
"4353","87,781,496","e673.dsce9.akamaiedge.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1422","https(443) → 58462 [PSH, ACK] Seq=2761 Ack=518 Win=64128 Len=1336 TSval=1417078342 TSecr=64325379 [TCP segment of a reassembled PDU]","Normal",""
"4354","87,782,265","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","e673.dsce9.akamaiedge.net","TCP","86","58462 → https(443) [ACK] Seq=518 Ack=4097 Win=131072 Len=0 TSval=64325394 TSecr=1417078342","Normal",""
"4355","87,783,286","e673.dsce9.akamaiedge.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1466","https(443) → 58462 [ACK] Seq=4097 Ack=518 Win=64128 Len=1380 TSval=1417078343 TSecr=64325379 [TCP segment of a reassembled PDU]","Normal",""
"4356","87,783,394","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","e673.dsce9.akamaiedge.net","TCP","86","58462 → https(443) [ACK] Seq=518 Ack=5477 Win=129664 Len=0 TSval=64325395 TSecr=1417078343","Normal",""
"4357","87,794,675","e673.dsce9.akamaiedge.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TLSv1.3","1466","Application Data","Normal",""
"4358","87,794,678","e673.dsce9.akamaiedge.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TLSv1.3","355","Application Data, Application Data","Normal",""
"4359","87,795,208","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","e673.dsce9.akamaiedge.net","TCP","86","58462 → https(443) [ACK] Seq=518 Ack=7126 Win=129408 Len=0 TSval=64325407 TSecr=1417078354","Normal",""
"4360","87,808,514","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","e673.dsce9.akamaiedge.net","TLSv1.3","166","Change Cipher Spec, Application Data","Normal",""
"4361","87,810,245","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","e673.dsce9.akamaiedge.net","TLSv1.3","489","Application Data","Normal",""
